income,fico,dti,loan_amnt,default
190171,780,58.569843217556475,44249,0
159643,713,56.16958080899123,48682,0
58044,527,55.6565777118559,27418,1
71214,436,73.07671621748118,46224,1
212300,539,39.265348271304475,25412,0
134752,771,61.93529533782179,24788,0
68984,817,55.11617845398412,5108,0
60774,760,75.27784039007565,44071,0
22568,604,55.23505083362628,25558,1
140151,480,18.516745548959936,39451,0
213664,329,60.81859912513682,7474,1
218635,339,31.848163863845603,15471,0
153767,486,24.124254586068197,31571,0
144375,618,25.86158070269534,45452,0
199262,526,66.88092367540065,8324,0
156330,623,38.963824046814445,15729,0
238610,342,40.18252053518751,36830,0
59504,577,5.801380328164797,11798,0
184231,618,25.2615874285312,45198,0
33986,473,71.2533169622818,49966,1
81858,340,42.35515733807407,23117,1
149312,708,36.22875925264317,9537,0
32666,622,10.54833693452209,12137,0
58660,479,27.005678664481536,31179,1
154633,458,14.840351771463416,44519,0
46854,336,17.330452040202886,13426,1
84505,705,30.411368999806175,43609,0
124488,838,10.03202690137267,6527,0
203323,675,63.37105772328002,27582,0
42662,555,51.63938647896195,25452,1
28392,577,64.98066080349983,35815,1
50535,548,31.08833964625221,15359,1
229675,316,21.66230995981877,45621,0
133569,667,49.249741648437144,6200,0
72256,424,6.645906582059609,4755,0
109135,611,11.676711457437959,22312,0
147478,511,60.609614098411484,28639,1
55222,771,71.55414695738867,29299,0
97373,714,20.410779928322903,21404,0
230647,799,64.32449634295679,23763,0
143684,480,33.77449143911117,27703,0
247426,688,36.19462919232281,4619,0
235723,486,71.30145307072955,19434,0
214407,767,51.57802496747479,6927,0
30965,756,65.89440297785129,25442,0
44538,433,63.1824830695052,4140,1
128066,474,48.056900006136885,5895,1
221664,560,61.089356595996094,30456,0
249090,616,58.115616889368894,33583,0
133252,568,41.02126289126194,30890,0
159182,769,16.387842889856344,43386,0
230381,523,24.978264350171987,42961,0
178338,551,33.22812379049583,2079,0
204064,363,49.00167443016345,11543,0
234020,763,27.333266148061806,31248,0
118806,423,20.40239043579271,39786,0
157982,537,7.66616465837966,5119,0
130989,374,20.939351131660985,22610,0
110982,741,45.43090623168591,32385,0
141626,799,15.471601831051014,32946,0
139176,821,7.2016674281873065,28930,0
151278,567,10.601917558106251,28940,0
238126,786,76.40791526468148,20274,0
238969,349,7.660419187877625,44448,0
142409,358,40.42507023550959,8933,1
43419,753,56.620547419346394,45404,0
201708,371,21.733690727432702,17187,0
70015,489,77.31386298068647,21165,1
142096,455,6.702745645101588,23256,0
127059,384,71.00694039920099,3754,1
205340,368,34.36238981047248,19915,0
130687,684,33.7876573507495,35871,0
107939,672,40.41573160378364,22710,0
169213,354,77.85520614699877,15321,1
231428,384,52.106410376625846,9608,0
125878,616,70.8930035690151,26120,0
222982,463,7.086925543117033,41964,0
207116,551,72.27050190865916,11244,0
218286,451,21.00957483373931,3162,0
184899,635,28.62188030338149,5098,0
206892,667,10.520586854673898,24530,0
82623,399,73.63063333047589,47894,1
232806,419,44.457800953127155,21635,0
95450,684,11.755632821193728,45701,0
113426,602,34.80777986418717,39672,0
137845,448,33.5876555399238,27164,1
173371,500,8.811996410790721,47902,0
63585,302,31.0718749727764,17060,1
129225,699,26.967299769732247,9263,0
84044,367,73.95989355650845,28190,1
193629,453,65.5087344393192,22582,0
200152,793,17.00660987091517,30725,0
129556,481,74.86679302387768,13223,1
22693,824,60.73720616934819,20748,0
246075,488,41.813549110073424,49487,0
115259,319,37.44957582941038,47368,1
220235,582,74.51329278743607,37504,0
45939,309,27.91338913947066,26336,1
199997,830,32.79423635321536,45290,0
194013,602,56.83743050424813,46073,0
172906,540,61.946512322122295,32669,0
38047,451,29.53758023605954,5998,1
46105,636,74.1505935318758,11968,1
95766,487,24.20790121410857,9237,1
166779,763,31.062414951520935,21169,0
173048,476,19.742989697205577,49335,0
64262,476,45.28153587731338,43905,1
145117,714,79.94547136565757,35708,0
43776,609,58.8540777424969,44579,1
181152,301,40.34880653843515,49828,1
148376,616,78.71949533563615,9201,0
217914,808,8.688075534983465,31666,0
212445,667,26.44261454554965,8598,0
157848,525,67.85880484752278,41019,1
112787,779,44.32705179920207,8265,0
147948,362,5.352240837331086,11918,0
75016,579,39.25645851154438,20697,0
160546,313,6.636281361900255,15540,0
209125,327,48.011456160564315,29246,0
41959,441,52.45563357349871,30581,1
156602,772,20.10562502328002,8273,0
245928,823,78.98729910090806,46782,0
139101,483,67.53531041244344,45647,1
23748,616,39.787456684561164,17899,1
248576,660,28.21648611753007,13513,0
249170,744,5.925409297119245,32727,0
33545,595,56.994718273908695,49161,1
147659,703,24.716236480423152,10595,0
217271,562,34.59918008022905,4026,0
185838,676,37.14664848847867,1409,0
93530,367,69.03617620357498,7538,1
113557,770,68.85544664754414,29829,0
81087,346,63.216405545164974,38777,1
246911,357,62.50992967775557,16773,0
88840,323,42.10569397645602,13817,1
138451,589,64.33393434174285,43169,0
205456,743,69.36067477758834,47657,0
71005,702,42.38293536329937,36858,0
197648,323,72.5293385188652,46076,1
59353,363,79.27856197803061,34531,1
213075,538,18.146153286639322,27490,0
234283,582,78.42743738934402,37624,0
72733,741,23.4307140936246,49801,0
85318,599,75.05233097812048,5843,1
240546,392,68.83315235710616,15459,0
174736,674,73.70424081460168,26126,0
87172,609,39.577316824063075,30348,0
236688,466,16.329637876205876,47675,0
113264,306,21.696584885535795,48747,1
46736,342,27.852064443724128,41208,1
245281,639,23.728901363504956,22272,0
132859,452,77.55366563224393,1885,1
132181,342,16.705310615791248,15135,1
151926,500,56.43446387050666,5254,0
110084,847,43.36996425310175,34048,0
189695,525,7.5655106756184765,44835,0
27392,820,20.868888511231585,13360,0
75680,638,75.01774792063777,11793,1
197789,634,66.26183532898065,20243,0
238164,480,48.946722941653285,27346,0
70859,832,10.754906888956116,28648,0
145657,571,15.390282690795052,23115,0
177381,493,59.795158040352185,40133,0
238527,837,61.77940473294176,34904,0
214806,780,76.85732438472616,23769,0
90467,397,20.419518760246113,12631,1
203734,729,53.67983048701877,38101,0
118506,811,37.31298575489223,4853,0
129751,626,13.538851849231275,33568,0
138906,715,30.211529583401294,30999,0
163760,410,32.55836937751989,21717,0
45342,511,39.0084836040369,29569,1
188229,329,26.977492689303237,41895,0
218935,566,46.44990007083651,49313,0
126308,649,50.48412734485781,30607,0
203155,813,35.95971133918449,15338,0
126081,513,33.00444632796055,28833,0
216805,550,54.1631527369322,38843,0
109045,842,9.06527052280391,15405,0
54698,618,69.98071917754474,11516,1
130078,482,78.09742160917195,13170,1
100623,488,9.14817443566082,17986,0
42671,426,58.18849217560603,38853,1
176256,595,23.917850585931685,23966,0
113384,322,37.25136868260054,5493,1
193179,829,25.298209083200295,15766,0
106202,378,21.068494301344714,31277,1
71663,845,38.073785473429346,12563,0
35708,769,32.87063408380051,45968,0
111906,604,36.93432693245184,16423,0
69811,747,65.60628188394494,10075,0
153883,498,78.39864329161412,37095,1
76250,490,15.74986515748148,14430,0
132547,531,60.80727833777047,1843,0
223154,323,46.182562891642455,25753,0
144249,760,32.97635566298304,22941,0
54754,482,54.54298979980767,12114,1
246814,732,71.11444639355092,16935,0
162483,382,53.11312984716836,20146,1
153983,392,57.772546551253825,39222,1
218342,577,16.118178157559157,34056,0
234835,384,58.4688608970528,21955,0
159752,507,78.95939719810124,37519,1
104896,743,76.96998031249419,5355,0
234951,669,35.68955586357876,45235,0
91295,775,71.16947806927365,8119,0
239686,803,49.352445225423715,31859,0
120689,530,13.87194178962768,14971,0
31111,659,78.36506733669584,42589,1
57504,318,50.98909579464921,47292,1
152874,508,12.940613795608947,9260,0
28155,430,47.918835541503,24539,1
224728,683,59.10868334429061,15474,0
59384,391,22.794435710163746,18604,1
132561,842,56.18325737044083,19127,0
67254,661,77.44496554941584,36041,1
41918,423,22.373526236830866,27749,1
105981,572,41.81347508181535,28967,0
211785,654,28.550671602790025,1149,0
50306,399,34.09267836488398,22518,1
167718,600,67.78325165488437,44488,0
66843,502,66.76537152430373,21066,1
140975,320,5.626076038131663,10283,0
116601,497,14.155843973778838,44983,0
241807,411,31.175558509305827,21937,0
127512,448,27.72776163119875,34644,0
167443,680,12.018981216332381,28562,0
228443,482,56.57432492742255,41160,0
131472,636,53.20224156831088,13619,0
153121,637,23.609293939314547,46244,0
182688,599,32.1250604876167,37090,0
123727,521,41.597350959549466,43318,0
132893,708,8.3968087691105,41862,0
40932,417,16.60981327544626,11338,1
137796,473,53.51136014913535,16830,1
49855,518,41.42419624021624,17856,1
212506,675,50.03552289606509,3756,0
223766,618,77.99779226446299,25781,0
194088,387,61.66290473738967,23302,1
27400,377,77.61743069235615,15767,1
137858,740,49.32133011997428,45749,0
193714,500,5.109955685130922,27153,0
35151,714,12.033179334699902,47605,0
202479,303,57.27358833623191,14629,1
86690,382,27.880098139033752,29632,1
24499,792,36.03296207500375,22803,0
26295,305,55.65634368346897,43928,1
140885,646,30.00762147513074,16824,0
146071,833,70.52419222114703,46955,0
79040,750,34.05695968676635,17155,0
32183,444,8.324280655973238,43182,1
180371,301,78.81564108262916,39761,1
163946,587,41.729206708019376,17632,0
136336,524,31.290646326782056,4511,0
52711,736,72.43715860073694,22988,1
25539,513,69.56536182840313,4385,1
204423,465,7.8362673379389305,7122,0
212339,672,65.63295610165554,39640,0
199426,806,41.74767984223794,20547,0
146063,632,55.508656445684316,1082,0
153629,511,15.946612822116878,13397,0
58360,588,55.06018959064707,4070,1
233090,465,22.257223206896192,30708,0
153272,425,13.801248423683786,36868,0
219569,456,15.099573215449487,18704,0
198047,331,27.49525422770261,41892,0
41357,573,79.37377481964711,31785,1
139121,600,9.071283280435342,49921,0
97505,320,29.818568599820505,34920,1
22869,823,44.37919308766063,24204,0
212207,575,20.51750205768173,22985,0
70108,306,77.12044400438879,41045,1
132296,754,39.542472846490725,31896,0
114179,429,56.953804076656176,16035,1
110272,598,31.997523991288197,18519,0
58467,396,19.564937071369613,44356,1
43328,576,27.770827527331907,15299,1
111412,584,25.975801846953974,43465,0
237903,472,68.56630793545543,34397,0
155059,631,6.107054354805157,14792,0
78871,504,72.02324006436578,19981,1
173471,402,34.46702394145572,8969,1
148391,659,51.262250967679435,43948,0
197286,430,65.41736041105071,34501,0
106416,338,39.57412596715099,40893,1
90271,606,11.945830297711236,26730,0
64064,819,45.62736163074733,11396,0
221163,345,14.118473198808053,38469,0
127450,493,66.85058671496509,26436,1
191890,817,53.59179355544615,30598,0
196597,468,49.41081020721698,12095,0
39830,421,5.029071503321313,5084,1
168501,548,77.00546065389402,8528,0
157965,506,14.77487269911633,18558,0
136381,414,18.75964703642682,19100,0
230981,538,78.96190275592639,12952,0
67333,375,11.714839110623139,35672,1
154508,468,60.623430886244456,22153,0
225362,347,12.122141578919175,9344,0
96213,369,59.9609896582154,44261,1
156967,807,71.70388213978947,7529,0
170810,454,31.227153656801097,45613,0
50746,760,28.42771878169601,27109,0
69377,672,74.97483885475691,28577,1
199476,501,10.598771765194414,27987,0
74045,616,31.065997367688748,33972,0
117888,750,53.969601031002036,16247,0
190862,395,56.56171729710382,7745,0
127455,795,38.97634756733775,12657,0
156672,661,69.0235575302467,25333,0
245732,756,68.67270890140742,26495,0
113179,477,66.28008699564093,45773,1
191836,428,17.807916726958,46284,0
225615,789,53.50126299624794,24398,0
65714,338,68.82375748965481,29246,1
207907,757,12.070439663091571,28143,0
122946,649,23.343999351558146,37997,0
129616,751,78.3485037326495,23692,0
125983,679,39.640653354026405,22502,0
224816,408,44.76473231129077,46152,0
207563,507,31.270345285566776,49876,0
144123,540,34.4143100981219,2846,0
169661,387,72.08917449140772,12721,1
63484,698,20.69275877540114,8011,0
102989,561,25.93617366787528,32878,0
56212,624,42.54922038886504,17818,1
63525,670,28.292868627190447,48184,0
198274,404,71.94749883286718,23009,1
183707,397,52.473984057889574,8662,1
83208,786,42.780655978705916,34819,0
53828,395,50.30518600531776,11711,1
169783,771,6.487245317383739,38669,0
23420,345,60.63161189731571,10672,1
116752,330,30.157263077884075,37317,1
151373,707,50.614670294518405,1675,0
196308,674,67.41350104940778,33400,0
135294,681,30.9115975613757,5797,0
217307,788,7.772244798958045,27355,0
205312,608,5.072747569682563,47735,0
144019,434,69.48735694120658,31781,1
85726,627,45.98947217838505,33362,0
161564,498,53.783843835932245,31470,0
135668,559,49.75939852190711,5486,0
26102,423,17.67552626450768,43416,1
201408,681,7.868270951460596,30023,0
138015,806,23.240117899441948,2874,0
236386,408,79.31687148519299,18433,0
46641,340,36.33432375731411,33704,1
185656,744,74.38081615671798,5735,0
183817,445,24.519374452601728,30290,0
174165,475,58.65430184280901,48261,0
217177,578,6.953237552770709,17554,0
123746,679,5.983511086535705,16182,0
202957,464,39.94126853140623,10282,0
56631,785,53.68154948758163,43131,0
92991,660,77.16807588913811,41402,0
24014,472,7.227656315106721,33000,1
31093,476,79.09042552195075,7060,1
38070,348,40.38586843979052,27291,1
55777,410,62.478790355006765,36134,1
76958,509,53.47145149523873,1160,1
102074,454,23.58391267766798,9766,0
30729,572,29.94012472976565,1170,1
196089,754,49.33348603666449,20607,0
217392,615,12.227731726698424,24626,0
178823,514,63.10398458708436,1452,0
125864,629,64.96881083938855,15463,0
150858,443,66.54761118864978,46802,1
229141,653,68.64388475752034,2150,0
125510,580,56.68186347197998,25175,0
74748,621,60.79561199261862,31431,1
25801,605,49.151694362245465,29989,1
170262,778,22.00039270306964,20682,0
200761,689,11.228277104008473,36314,0
202065,363,18.39161324247751,23098,0
49592,564,19.482995805469642,9636,1
30647,305,61.84178759325706,11176,1
159788,467,76.08113664121167,35446,1
239963,654,66.08286686591816,19307,0
238617,472,79.41528773112528,7360,0
240984,418,8.27451036489785,20501,0
130627,525,7.4064845494813465,20683,0
90316,473,56.26618760366592,18287,1
22368,428,6.9205411620905775,39956,1
97575,486,71.8045169746949,11352,1
26655,362,40.41297552440641,20481,1
90031,573,74.33057498896945,22347,1
227501,509,23.73901031416609,9209,0
242155,492,53.180617695131566,46083,0
107922,831,57.42907023377542,30408,0
206838,481,26.54463145181334,5835,0
144046,527,32.54429084703584,15532,0
164475,388,46.358836572899975,44765,1
52097,443,33.77319388043053,21835,1
229729,549,41.864108847419786,18330,0
162038,524,39.200410196733266,1848,0
144862,467,54.94937650680864,12853,1
138834,409,11.099565211033722,23712,0
113848,472,76.74679353507982,8452,1
72921,810,12.713530072563954,5223,0
200798,596,30.35797844528168,38684,0
146141,542,5.652702143586831,41526,0
201372,508,66.20145019544076,27562,0
42677,542,13.438439846149334,41322,0
75609,553,25.886926118965196,15610,0
247897,381,38.88215076311907,22302,0
207733,733,68.29815910352019,49096,0
51024,774,62.543550111485374,8651,0
90313,842,16.2445120320343,16129,0
147813,303,38.500011450349774,37646,1
204078,493,29.955118631676807,19063,0
115285,355,76.13682857015776,39527,1
166410,560,69.18075391089917,49220,0
219099,679,16.28182440998566,4692,0
243844,786,37.222517991548465,40002,0
133632,395,38.351312451859876,24110,1
231207,635,77.06868482608714,13296,0
170580,628,64.64428250379328,16206,0
23051,795,65.6783446353667,17889,0
199819,818,32.608280630587316,35493,0
134692,424,57.16475440721133,10060,1
238214,559,29.017924373576722,1326,0
107235,849,66.84022055703099,41387,0
205093,307,77.00641833285704,35504,1
217484,672,50.75943545944724,20329,0
209407,521,44.65485024828718,32031,0
207251,830,70.43702623751956,31006,0
183165,649,72.87682540512823,14210,0
220750,330,11.76465231012,24263,0
231810,657,57.2984184574234,23035,0
190806,321,52.13477661650855,1312,1
223687,588,20.762786265870588,12510,0
93523,513,14.364492581004122,4284,0
114476,464,26.394214248492467,41592,0
37019,439,17.67385282204689,34449,1
103613,669,23.193644267856172,26002,0
242866,619,73.82079668822308,37274,0
106672,708,73.71630705323027,33255,0
93847,737,24.015524955074305,28788,0
102750,312,20.158845972572003,28159,1
230706,800,39.090767457838766,6317,0
48251,325,54.79785644943061,21313,1
123481,833,15.344607941878959,23139,0
132566,375,66.30355252069498,27399,1
45945,665,10.518284301801486,36382,0
110852,790,13.501702658479878,25769,0
52217,391,52.72977403289393,32876,1
28308,565,20.31606295149273,33261,0
25949,798,22.1793567977434,21563,0
203062,469,70.72734262052295,34168,0
152222,645,32.313230815909776,49258,0
240552,527,74.09471024453963,8350,1
120235,502,13.152436484978326,7688,0
94740,745,74.87428045609651,5936,1
136352,817,73.60374381185191,49965,0
86617,431,45.481559194247325,19568,1
245913,544,61.874731114119975,43855,0
36896,390,37.787155563571716,14191,1
150798,425,62.427436473002835,49464,1
197247,771,23.228571930374436,20062,0
158877,541,72.7358798150659,2816,0
25237,801,64.13506989094961,4416,0
40056,686,59.942958517431116,29276,1
196615,306,65.36399225452251,34082,1
207628,387,30.863466276302788,15664,0
134548,444,19.24386903676366,18091,0
131488,750,31.611114944927042,11702,0
154415,630,7.904964722069744,15281,0
164572,463,25.267280415795348,25590,0
204294,641,50.547609468086556,34296,0
49375,300,68.4906476539602,3404,1
160734,419,74.77438531100425,41834,1
36964,763,59.163053888446406,20602,0
133429,761,71.88888792260184,20132,0
210710,348,26.85243542766244,18044,0
224738,626,55.82818833211081,32925,0
236139,773,78.25751170747415,32230,0
87215,667,50.809331111604465,28701,0
89042,586,37.091044861002835,19662,0
164356,323,24.70124199909574,36968,1
223861,592,28.607597613543547,33215,0
235736,748,20.18530438079113,5113,0
113468,362,57.71627402134488,8583,1
212461,757,59.29962223586521,15300,0
29435,829,63.465935027503754,10921,0
205412,712,40.05827078132887,20519,0
195150,559,15.36952241293183,36048,0
98832,483,36.644441355928926,42019,0
71293,347,61.14202671324142,19438,1
247053,446,69.18437874638532,32397,0
98781,708,11.086330987850463,48431,0
211475,739,23.29242597040507,31818,0
180196,757,77.14724769429014,7467,0
246507,528,37.39767281060837,6610,0
63919,583,10.299824189414352,19964,0
186319,644,20.27804512252169,40332,0
141172,563,67.0682034348404,17044,0
114758,677,61.96147514515932,46113,0
242819,402,21.310712745003634,9617,0
213824,322,12.617569517599787,28822,0
76573,592,10.954580105582991,14088,0
79101,566,42.474621736154674,40811,1
46646,828,57.167176607253154,15916,0
124185,775,29.28017524889965,4436,0
43049,750,11.465380465121388,20451,0
230677,584,41.900182148087865,25246,0
118116,612,21.4224956705622,20525,0
117379,461,18.56921108876907,41522,0
88385,421,63.09896702258822,20416,1
146131,780,50.33020578126811,24047,0
191230,411,28.632349874390567,40860,0
216489,538,39.5412226042854,43331,0
43289,509,21.794232444004862,31144,0
130226,648,47.12490367828794,34907,0
120793,810,61.77463110803137,16385,0
29823,301,37.13003177073031,30279,1
211232,760,33.779794755897306,41942,0
61975,781,23.88234521803953,21631,0
29540,540,29.26033479892391,10322,1
36364,353,32.004331312441494,8726,1
155683,766,28.4600330825166,34815,0
47663,408,11.773093072163899,28961,1
71991,579,16.086209433595684,46128,0
208751,356,79.71803707129689,16536,1
124182,513,32.22809560246628,25889,0
182049,807,65.4029338889168,28314,0
114704,327,58.79697074711333,4086,1
69115,503,47.31207871771525,32388,1
111007,844,38.735993917366386,38705,0
239295,608,54.89559827200509,24280,0
211962,827,48.815987295480284,33972,0
217459,642,60.04333037278166,22953,0
169143,517,79.53822539990276,5941,0
210347,386,28.61751661158061,28380,0
223441,330,30.04625242564673,49363,0
31938,399,56.68635572932576,6288,1
186267,614,68.33969067408592,13623,0
111680,794,19.246115007279553,40738,0
24000,770,69.10144165253304,46635,0
221660,814,72.2324451081265,25349,0
121042,630,34.61467970165977,16862,0
113610,493,24.99154078065062,40271,0
123691,490,35.04345360173302,46575,0
248928,551,18.99691853331931,33782,0
58304,300,9.438926054223543,49073,1
89449,758,64.79406119405513,28965,0
102986,389,47.73670492144526,19673,1
240715,817,42.05810875745777,32967,0
171836,782,21.049068145547313,43830,0
128940,415,46.43157900192341,5710,1
237099,372,35.12342047393679,3027,0
58494,455,42.96412101088204,47848,1
23373,368,11.809342435617104,28010,1
163233,770,74.21057785369398,25336,0
117532,791,62.313149105928844,35812,0
112658,599,60.58942752177374,23966,0
143633,443,48.63338429438654,40037,0
120386,505,22.07414911156783,19827,0
47350,706,12.769074947094875,11096,0
113008,596,32.1050285032017,3658,0
114297,828,35.960310173463824,45801,0
45351,436,62.07720624011942,27314,1
108668,518,16.10979352488983,33441,0
134585,817,66.26304322534072,1402,0
166377,747,38.21687446373109,46203,0
95353,431,64.99684422670427,4146,1
227869,662,42.10401228167973,35810,0
85953,643,8.865333922547478,26589,0
77458,317,50.605680100847415,32387,1
40358,715,37.03993879348923,8307,0
23267,840,39.447738385333544,11692,0
102745,452,63.69406867447657,2782,1
109588,631,21.69308911283021,45903,0
58513,618,6.923650373488348,25779,0
177164,498,26.46142010294687,9001,0
31338,825,16.63327940347171,33966,0
151484,309,30.786155629666126,10099,1
27543,438,20.601552662085307,22962,1
125891,466,12.277281850748409,22527,0
184568,446,67.06792147009922,20391,0
80692,702,20.70782433826289,27668,0
240156,744,32.28559599049588,42627,0
243992,369,5.140519507610781,14025,0
64425,627,62.87776048809078,39592,0
58756,528,39.74584916450362,40621,1
38888,618,69.85079789450805,47463,1
186807,335,8.96214595697704,15710,0
67295,554,17.2859971759399,42859,0
134352,612,24.32702514946202,17487,0
103042,634,71.61189701654553,45089,0
105999,319,31.55307172609404,21393,1
37955,597,19.01725439673736,36645,0
57841,320,65.11003596603697,36084,1
90640,777,27.67427680296283,41850,0
216582,771,31.222098645403427,35132,0
185983,769,54.09635727930224,40228,0
210103,648,33.786264204694824,30409,0
239798,685,6.235188006149645,12388,0
158429,845,79.18668945325149,30142,0
183551,745,22.899271720302895,45502,0
81476,398,23.3272240628094,17378,1
64811,354,15.04543388870928,17258,1
187280,302,16.84740936136727,23823,0
171222,631,42.64785449172976,36361,0
91180,734,75.48063450100764,12820,0
194358,785,57.29003380713545,43817,0
132856,518,54.318384287592266,19894,0
88450,510,32.111333294067634,37650,0
172424,795,65.98280313819146,27493,0
206141,531,40.50149295216646,43972,0
131888,447,39.31405937524642,20975,1
130448,506,79.58821211666658,22635,1
34397,659,50.670893827742745,12968,1
192627,718,70.11359312443294,10471,0
198031,716,44.34271024898132,37477,0
151800,481,17.129710641468392,45602,0
201589,509,79.04449818091202,7720,0
139180,549,54.17533975448216,33383,0
86234,811,16.15141654033291,22998,0
59954,438,60.503748348104914,37380,1
198352,530,37.93669018756179,43027,0
99459,311,66.67915522838481,10361,1
167851,572,25.780610365209576,15795,0
215004,787,75.67403418749043,5746,0
224008,389,27.292914447290887,38820,0
175538,324,79.79547242893518,36462,1
188011,837,57.51305874169816,42402,0
220968,359,77.84670499459916,48028,1
186342,470,59.31206183865194,1292,0
79163,746,61.562010705517594,11218,0
233709,309,14.103370413027326,2954,0
71934,542,6.125661689857674,9692,0
215967,477,11.480207833581296,31880,0
183379,556,37.795598616669366,22704,0
74098,609,35.1559890824082,45859,0
211993,815,18.78844367098258,38102,0
25486,514,8.259416613390279,39830,0
159407,329,56.90713162365032,12714,1
106900,645,19.838961882218385,11384,0
146020,364,78.39188273935308,47182,1
122795,452,12.7584128172808,44340,0
240184,339,32.26702398188475,44172,0
248275,325,40.91936550761747,1173,0
162202,572,21.387065179025534,13961,0
107508,458,42.75061636334538,10058,1
138324,300,14.33569653567078,35293,1
80566,378,5.123073764813922,6387,1
217775,527,57.365181372450095,49027,0
47192,626,67.59112244907567,19854,1
21062,800,48.10205333506626,36521,0
104076,774,22.137617219685104,33934,0
109780,654,34.592207940313656,15960,0
172617,423,51.972154063213196,5005,0
41689,723,7.441257173514547,13890,0
31174,551,12.066842898096997,2335,0
108461,813,76.86468752680798,31586,0
146174,806,55.88993155611104,24329,0
123033,785,57.27480949356306,24807,0
29348,777,12.687754377036763,40160,0
174786,632,22.471169680195274,17795,0
58102,531,34.336014072090336,30162,1
94460,841,20.39259848643018,33233,0
122634,329,65.70951582726516,7205,1
